180,145
180,134
191,123
191,112
202,134
213,134
224,134
224,123
235,123
235,134
246,134
246,123
257,123
257,112
268,112
290,134
290,145
268,178
235,178
224,178
213,178
213,167
224,167
213,189
191,189
191,178
191,167
180,167
180,156
191,156
191,145
191,200
191,211
213,244
224,244
224,233
235,233
246,233
246,222
257,222
268,222
279,244
268,255
257,255
246,255
235,255
224,255
235,266
246,266
257,266
